# EMO Database Metadata
# Maintainer: Jingwen Zhang
# Repository: https://github.com/nekoangel118/EMO-Database
# License: MIT
# Metadata Version: 2026.1
# Encoding: UTF-8
# Description:
#   Taxonomy information extracted from EMO taxonomy_info.csv.
# ----------------------------------------------------------------------

Taxon name	Type	ORID	WOD included	AphiaID_of the accepted name	Accepted name	Order	Family	Genus	Species	Identifier	Description	Remarks
Pterygocythereis tuberosa		619	Y	794162.0	Pterygocythereis tuberosa (Keij, 1957)	Podocopida 	Trachyleberididae	Pterygocythereis 	Pterygocythereis tuberosa	Keij, 1957	Keij, A.J. (1957). Eocene and Oligocene Ostracoda of Belgium. Institut Royal des Sciences Naturelles de Belgique—Mémoire. 136:1-210.	
Pulaviella muelleriana		545	N									
Pyricythereis alabamensis		560	Y	794260.0	Pyricythereis alabamensis (Howe & Pyeatt in Howe & Garrett, 1934) Stephenson, 1944	Podocopida 	Cytheridae	Pyricythereis	Pyricythereis alabamensis 	Howe & Pyeatt in Howe & Garrett, 1934	Howe, H. V.; Garrett Jr., J. B. (1934). Louisiana Sabine Eocene Ostracoda. Geological Bulletin. 4: 1-64. 	
Pyricythereis seminuda		561	Y_unaccepted_superseded combination	776614.0	Buntonia seminuda (Stephenson, 1944)	Podocopida 	Trachyleberididae	Buntonia	Buntonia seminuda	Stephenson, 1944	Stephenson, M. B. (1944). Ostracoda from the Reklaw Eocene of Bastrop County, Texas. Journal of Paleontology. 18: 448-454.	
Quadracythere arcanus		852/976/963	N									
Quadracythere avadheshi		853	N									
Quadracythere avadheshi mudhensis		854	N									
Quadracythere cassidea		353	Y	794299.0	Quadracythere cassidea (Reuss, 1869) Moyes, 1971	Podocopida 	Thaerocytheridae 	Quadracythere	Quadracythere cassidea 	Reuss, 1869	Reuss, A. E. (1869). Zur fossilen Fauna der Oligocänschichten von Gaas. Sitzungsberichte der österreichischen Akademie der Wissenschaften, mathematisch-naturwissenschaftliche Klasse, Abt.1. 59 (3): 446-488.	
Quadracythere diversinodosa		526	N									
Quadracythere macropora		262	Y_unaccepted_superseded recombination	807027.0	Quadracythere macropora (Bosquet, 1852)	Podocopida 	Thaerocytheridae 	Quadracythere	Quadracythere macropora	Bosquet, 1852	Bosquet, J. (1852). Description des Entomostracés fossiles des terrains tertiaires de la France et de la Belgique. Mémoires Couronnés et Mémoires des Savants Étrangers. 24, 1-142.	No accepted name?
Quadracythere vahrenkampi		527	Y_alternative representation	812243.0	Quadracythere (Hornibrookella) vahrenkampi 	Podocopida 	Thaerocytheridae 	Quadracythere	Quadracythere (Hornibrookella) vahrenkampi	Moos, 1965	Moos, B. (1965). Die Ostracoden-Fauna des Unteroligozaens von Buende (Bl. Herfod- West, 3817) und einige verwandte juengere Arten (Ostr., Crust. I. Quadracythere (Hornibrookella) n.subg., Pokornyella, Hemicythere, Hermanites. Geologisches Jahrbuch. 82: 593-630.	No accepted name?
Quadrycythere vermiculata		621	Y_unaccepted_superseded combination	807037.0	Quadracythere vermiculata (Bosquet, 1852) Keij, 1957	Podocopida 	Thaerocytheridae 	Quadracythere	Quadracythere vermiculata 	Bosquet, 1852	Bosquet, J. (1852). Description des Entomostracés fossiles des terrains tertiaires de la France et de la Belgique. Mémoires Couronnés et Mémoires des Savants Étrangers. 24, 1-142.	No accepted name?
Reticulina heluanensis		23/40	N									
Reticulina ismaili		41/75	N									
Reticulina praescitula		693/927	N									
Reticulina proteros		18/694/926	N									
Reticulina sangalkamensis		695	N									
Reticuloquadracythere apostolescui s. l.		411	Y	1043593.0	Reticuloquadracythere apostolescui (Ducasse, 1963)	Podocopida 	Thaerocytheridae 	Reticuloquadracythere	Reticuloquadracythere apostolescui	Ducasse, 1963	No original description?	
Robertsonites ashibetsuensis		430	N									
Robertsonites sp.		431	Na_sp.									
Ruggeria glabella		45	N									
Ruggieria bhatiai		855	Y	795018.0	Ruggieria bhatiai (Khosla, 1973)	Podocopida 	Trachyleberididae	Ruggieria	Ruggieria bhatiai 	Khosla, 1973	Khosla, S.C. (1972). Ostracodes from the Eocene beds of Rajasthan, India. Micropaleontology. 18(4):476-507.	
Ruggieria triangulata		350	Y	795043.0	Ruggieria triangulata (Omatsola, 1972)	Podocopida 	Trachyleberididae	Ruggieria	Ruggieria triangulata	Omatsola, 1972	Omatsola, M. E. (1972). Recent and subrecent Trachyleberididae and Hemicytheridae (Ostracoda, Crustacea) from the western Niger delta, Nigeria. Bulletin of the Geological Institutions of the University of Uppsala. 3: 37-120.	
Sagmatocythere carboneli		176	Y	605304.0	Sagmatocythere carboneli (Milhau, 1993)	Podocopida 	Trachyleberididae	Sagmatocythere	Sagmatocythere carboneli	Milhau, 1993	Milhau, B. (1993). Nouveaux ostracodes du Miocene inferieur de Nouvelle-Zelande. Geobios. 26: 161-200.	
Saida limbata 		177	Y	605305.0	Saida limbata (Colalongo & Pasini, 1980)	Podocopida 	Saididae	Saida 	Saida limbata	Colalongo & Pasini, 1980	Colalongo, M L; Pasini, G. (1980). La ostracofauna plio-pleistocenica della sezione Vrica in Calabria (con considerazioni sul limite Neogene/Quaternario). Bollettino della Societa Paleontologica Italiana, 19 (1), 44-126	
Schizocythere antiquimicronesiana		465	N									
Schizocythere appendiculata		365/838	Y	795341.0	Schizocythere appendiculata (Triebel, 1950)	Podocopida 	Cytheridae	Schizocythere	Schizocythere appendiculata	Triebel, 1950	Triebel, E. (1950b) Homöomorphe Ostracoden-Gattungen. Senckenbergiana 31, 313–330.	
Schizocythere batjesi		639	Y	795343.0	Schizocythere batjesi (Keij, 1957)	Podocopida 	Cytheridae	Schizocythere	Schizocythere batjesi 	Keij, 1957	Keij, A.J. (1957). Eocene and Oligocene Ostracoda of Belgium. Institut Royal des Sciences Naturelles de Belgique—Mémoire. 136:1-210.	
Schizocythere bikanerensis		839	Y	795344.0	Schizocythere bikanerensis (Singh & Misra, 1968)	Podocopida 	Cytheridae	Schizocythere	Schizocythere bikanerensis	Singh & Misra, 1968	Singh, S.N. & Misra, P.C. (1968). New genus and species of ostracods from Fuller's earth, Kolayatji area, Bikaner, Rajasthan, India. Journal of the Palaeontological Society of India. 11:26-37.	
Schizocythere biplicata		641	Y	795345.0	Schizocythere biplicata (Scheremeta, 1969)	Podocopida 	Cytheridae	Schizocythere	Schizocythere biplicata	Scheremeta, 1969	Scheremeta, V. G. (1969). The Paleogene ostracods of the Ukraine. Lvovskogo Univ.,Geol.	
Schizocythere botjesi		198	Y	795343.0	Schizocythere batjesi (Keij, 1957)	Podocopida 	Cytheridae	Schizocythere	Schizocythere batjesi 	Keij, 1957	Keij, A.J. (1957). Eocene and Oligocene Ostracoda of Belgium. Institut Royal des Sciences Naturelles de Belgique—Mémoire. 136:1-210.	Misspelling?
Schizocythere buendensis simile		540	N									
Schizocythere deopanica		762	N									
Schizocythere fadlensis		270	Y	795357.0	Schizocythere fadlensis (Cronin & Khalifa, 1980)	Podocopida 	Cytheridae	Schizocythere	Schizocythere fadlensis 	Cronin & Khalifa, 1980	Cronin, T M; Khalifa, H. (1980). Middle and Late Eocene Ostracoda from Gebel El Mereir, Nile Valley, Egypt. Micropaleontology, 25 (4), 397-411	
Schizocythere guerneti		919	N									
Schizocythere gujeratensis		969/720	Y	795360.0	Schizocythere gujeratensis (Guha, 1968)	Podocopida 	Cytheridae	Schizocythere	Schizocythere gujeratensis	Guha, 1968	Guha, D.K. (1968a) Ostracoda from the Middle Eocene of Kutch, Gujerat State, Western India. Bulletin of the Oil and Natural Gas Comission 5, 83–92.	
Schizocythere prolata		408	N									
Schizocythere sp. 		424/484	Na_sp.									
Schizocythere tessellata		366/640/670	N									
Schizoptocythere ventrocosa 		723	N									
Schuleridea mirkmalovi		713	N									
Schuleridea perforata		354/535/714/199	Y	807313.0	Schuleridea perforata (Roemer, 1838)	Podocopida 	Schulerideidae 	Schuleridea	Schuleridea perforata	Roemer, 1838	No original description?	
Segmina lunulare		648	N									
Semicytherura coeca		178	Y		Semicytherura coeca (Ciampo, 1986)							
Semicytherura eocenica		180	Y	1774470.0	Semicytherura eocenica (Ayress, 1996)	Podocopida 	Cytheruridae 	Semicytherura	Semicytherura eocenica	Ayress, 1996	Ayress, M A. (1996). New species and biostratigraphy of Late Eocene cytherurid Ostracoda from New Zealand. Revista Española de Micropaleontologia. 28 (3): 11-36.	
Semicytherura indica		774/775	Y	795838.0	Semicytherura indica (Khosla & Nagori, 1989)	Podocopida 	Cytheruridae 	Semicytherura	Semicytherura indica	Khosla & Nagori, 1989	Khosla, S. C.; Nagori, M. L. (1989). Ostracoda from the Quilon beds (Lower Miocene) of Kerala. Geological Society of India Memoirs No. 14: 1-79.	
Semicytherura okinawaensis 		179	N									
Semicytherura rameshi		866	N									
Semicytherura reticulata		341	Y	128106.0	Semicytherura reticulata (Müller, 1894)	Podocopida 	Cytheruridae 	Semicytherura	Semicytherura reticulata	Müller, 1894	Müller, G. W. (1894). Die Ostrakoden des Golfes von Neapel und der angrenzenden Meeres-Abschnitte. Fauna und Flora des Golfes von Neapel und der angrenzenden Meeres-Abschnitte. 21:1–404.	
Semicytherura sp.		181/182/399	Na_sp.									
Soudanella gracilicosta 		914	N									
Soudanella laciniosa		343	Y	796407.0	Soudanella laciniosa (Apostolescu, 1961)	Podocopida 	Trachyleberididae 	Soudanella	Soudanella laciniosa	Apostolescu, 1961	Apostolescu, V. (1961). Contribution à l´étude paléontologique (Ostracodes) et stratigraphique des bassins Crétacés et tertiaires de l´Afrique occidentale. Revue de l'Institut Francais du Petrole et Annales des Combustibles Liquides. 16 (7-8): 779-867.	
Soudanella laciniosa triangulata		699/915	N									
Stigmatobradleya hunti		412	Y	1542458.0	Stigmatobradleya hunti (Yasuhara, Hong, Tian, Chong, Okahashi, Littler & Cotton, 2018)	Podocopida 	Thaerocytheridae 	Stigmatobradleya	Stigmatobradleya hunti	Yasuhara, Hong, Tian, Chong, Okahashi, Littler & Cotton, 2018 	Yasuhara, M.; Hong, Y.; Tian, S. Y.; Chong, W. K.; Okahashi, H.; Littler, K.; Cotton, L. (2018). Eocene shallow-marine ostracods from Madagascar: southern end of the Tethys?. Journal of Systematic Palaeontology. 17(9): 705-757.	
Stigmatocythere calia		899	Y	796612.0	Stigmatocythere calia (Siddiqui, 1971)	Podocopida 	Thaerocytheridae 	Stigmatocythere	Stigmatocythere calia	Siddiqui, 1971	Siddiqui, Q.A. (1971a) Early Tertiary Ostracoda of the family Trachyleberididae from West Pakistan. Bulletin of the British Museum (Natural History).Geology Suppl. 9, 1–98.	
Stigmatocythere limeria 		888	N									
Stigmatocythere lumaria morphotype A		334	N									This subspecies is not included yet its parent species is included in WOD
Taracythere conjunctispinosa		183	Y	588150.0	Taracythere conjunctispinosa (Ayress, 1995)	Podocopida 	Trachyleberididae 	Taracythere 	Taracythere conjunctispinosa	Ayress, 1995	Ayress, M. A. 1995. Late Eocene Ostracoda from the Waihao district, South Canterbury, New Zealand. Journal of Paleontology, 69, 897-921.	
Taracythere hampdenensis		184	Y	588149.0	Taracythere hampdenensis (Ayress, 1993)	Podocopida 	Trachyleberididae 	Taracythere 	Taracythere hampdenensis	Ayress, 1993	Ayress, M. A. (1993). Middle Eocene Ostracoda (Crustacea) from the coastal section, Bortonian Stage, at Hampden South Island, New Zealand. New Zealand Natural Sciences. 20: 15-21.	
Taracythere proterva		185	Y	571638.0	Taracythere proterva (Hornibrook, 1953)	Podocopida 	Trachyleberididae 	Taracythere 	Taracythere proterva	Hornibrook, 1953	Hornibrook, N. deB. (1953). Some New Zealand tertiary marine Ostracoda usefull in stratigraphy. Transactions of the Royal Society of New Zealand. 81, 303-311.	
Taracythere sp. 		319	Na_sp.									
Tongacythere kondoi		467/942	Y	797233.0	Tongacythere kondoi Hazel & Holden, 1971	Podocopida 	Thaerocytheridae 	Tongacythere 	Tongacythere kondoi	Hazel & Holden, 1971	Hazel, J E; Holden, J. (1971). Ostracoda of Late Eocene Age from Eua, Tonga. Discription and discussion of the paleoenvironmental significance of ostracodes from an upper Eocene locality on Eua, Tonga. U.S.Geological Survey Professional Paper, 640-D, 1-11.	
Trachyleberidea capayensis		788	Y_unaccepted_superseded original combination	807699.0	Hazelina capayensis (Marianos & Valentine, 1958) Moos, 1966	Podocopida 	Thaerocytheridae 	Hazelina	Hazelina capayensis 	Marianos & Valentine, 1958	Marianos, A. W.; Valentine, J. W. (1958). Eocene ostracode fauna from Marysville Buttes, California. Micropaleontology. 4 (4): 363-372.	
Trachyleberidea prestwichiana		381	Y	797360.0	Trachyleberis prestwichiana (Jones & Sherborn, 1887)	Podocopida 	Trachyleberididae 	Trachyleberis 	Trachyleberis prestwichiana	Jones & Sherborn, 1887	Mehes, G. (1908). Beiträge zur Kenntnis der pliozänen Ostracoden Ungarns II. Die Darwinulidaeen und Cytheridaeen der unterpannoischen Stufe. Földtani Közlöny. 38 (7-10): 601-635.	
Trachyleberididae  gen. et sp. indet.		432	Na_sp.									
Trachyleberis aculeata		203/610	Y	797268.0	Trachyleberis aculeata (Rosyjeva, 1962)	Podocopida 	Trachyleberididae 	Trachyleberis 	Trachyleberis aculeata	Rosyjeva, 1962	No original description?	
Trachyleberis acutiloba		612	N									
Trachyleberis angustatissima		615	N									
Trachyleberis awajiensis		425	N									
Trachyleberis davidwhitei		237	Y_unaccepted_superseded original combination	772695.0	Actinocythereis davidwhitei (Stadnichenko, 1927) 	Podocopida 	Trachyleberididae 	Actinocythereis	Actinocythereis davidwhitei 	Stadnichenko, M. M. (1927). The Foraminifera and Ostracoda of the marine Yegua of the type-sections. Journal of Paleontology. 1: 221-243.		
Trachyleberis funatsuensis		458/489	N									
Trachyleberis lakhpatensis		900	Y	797325.0	Trachyleberis lakhpatensis (Khosla & Pant, 1988)	Podocopida 	Trachyleberididae 	Trachyleberis 	Trachyleberis lakhpatensis	Khosla & Pant, 1988	Khosla, S. C.; Pant, P. C. (1988). Ostracoda from the Eocene and Oligocene beds of Kachchh, Gujarat, part 1 - families Cytherellidae, Bairdiidae and Trachyleberididae. Indian Journal of Earth Sciences. 15: 325-346.	
Trachyleberis lichenophora		611	Y_unaccepted_superseded original combination	785622.0	Horrificiella lichenophora (Bosquet, 1852)	Podocopida 	Trachyleberididae 	Horrificiella	Horrificiella lichenophora	Bosquet, 1852	Bosquet, J. (1852). Description des Entomostracés fossiles des terrains tertiaires de la France et de la Belgique. Mémoires Couronnés et Mémoires des Savants Étrangers. 24, 1-142.	
Trachyleberis montgomeryensis 		809	Y	797339.0	Trachyleberis montgomeryensis (Howe & Chambers, 1935) Puri, 1953	Podocopida 	Trachyleberididae 	Trachyleberis 	Trachyleberis montgomeryensis	Howe & Chambers, 1935	Howe, H.V. & Chambers, J. (1935). Louisiana Jackson Eocene Ostracoda. Louisiana Geological Survey Geological Bulletin. 5:1-65.	
Trachyleberis nodosa		252	Y	797342.0	Trachyleberis nodosa (Bassiouni, 1969)	Podocopida 	Trachyleberididae 	Trachyleberis 	Trachyleberis nodosa	Bassiouni, 1969	No original description?	
Trachyleberis nodosus		27	Y_unaccepted_misspelling	797342.0	Trachyleberis nodosa (Bassiouni, 1969)	Podocopida 	Trachyleberididae 	Trachyleberis 	Trachyleberis nodosa	Bassiouni, 1969	No original description?	
Trachyleberis nodosus nodosulcatus		52/78/79/88/89	Y_unaccepted_misspelling	810638.0	Trachyleberis nodosa nodosulcata (Bassiouni, 1969)	Podocopida 	Trachyleberididae 	Trachyleberis 	Trachyleberis nodosa nodosulcata 	Bassiouni, 1969	No original description?	
Trachyleberis paucispinata		787	Y	797348.0	Trachyleberis paucispinata (Marianos & Valentine, 1958)	Podocopida 	Trachyleberididae 	Trachyleberis	Trachyleberis paucispinata	Marianos & Valentine, 1958	Marianos, A. W.; Valentine, J. W. (1958). Eocene ostracode fauna from Marysville Buttes, California. Micropaleontology. 4 (4): 363-372.	
Trachyleberis paucispinosa		187	N									Check the original record, could be misspelled
Trachyleberis sculptilis		614	N									
Trachyleberis sehouensis		352	N									
Trachyleberis semihispida		785	Y	797377.0	Trachyleberis semihispida (Marianos & Valentine, 1958)	Podocopida 	Trachyleberididae 	Trachyleberis	Trachyleberis semihispida	Marianos & Valentine, 1958	Marianos, A. W.; Valentine, J. W. (1958). Eocene ostracode fauna from Marysville Buttes, California. Micropaleontology. 4 (4): 363-372.	
Trachyleberis sp.		253	Na_sp.									
Trachyleberis spinellosa		856	Y_unaccepted_superseded combination	807806.0	Trachyleberis spinellosa (Luebimova & Guha, 1960) Guha, 1968	Podocopida 	Trachyleberididae 	Trachyleberis	Trachyleberis spinellosa 	Luebimova & Guha, 1960	No original description?	No accepted name?
Trachyleberis spinosa		613	Y	797386.0	Trachyleberis spinosa (Hu & Yang, 1975)	Podocopida 	Trachyleberididae 	Trachyleberis	Trachyleberis spinosa 	Hu & Yang, 1975	Hu, C.-H.; Yang, L.-C. (1975). Studies on Pliocene ostracodes from the Chinshui Shale, Miaoli district, Taiwan. Proceedings of the Geological Society of China. 18: 103-114.	
Trachyleberis sutterensis		786	Y	797391.0	Trachyleberis sutterensis (Marianos & Valentine, 1958)	Podocopida 	Trachyleberididae 	Trachyleberis	Trachyleberis sutterensis 	Marianos & Valentine, 1958	Marianos, A. W.; Valentine, J. W. (1958). Eocene ostracode fauna from Marysville Buttes, California. Micropaleontology. 4 (4): 363-372.	
Trachyleberis thomsoni		186	Y	815133.0	Trachyleberis thomsoni (Howe & Law, 1936)	Podocopida 	Trachyleberididae 	Trachyleberis	Trachyleberis thomsoni 	Howe & Law, 1936	Howe, H.V.; Law, J. (1936). Louisiana Vicksburg Oligocene Ostracoda. Louisiana Geological Survey Geological Bulletin. 7:1-96.	
Trachyleberis washburni		238	Y_unaccepted_superseded combination	772423.0	Acanthocythereis washburni (Stephenson, 1944) Carreno & Cronin, 1993	Podocopida 	Trachyleberididae 	Acanthocythereis	Acanthocythereis washburni 	Stephenson, 1944	Stephenson, M. B. (1944). Ostracoda from the Reklaw Eocene of Bastrop County, Texas. Journal of Paleontology. 18: 448-454.	
Triginglymus heistensis		629/810	Y_unaccepted_superseded original combination	787258.0	Leguminocythereis heistensis (Keij, 1957) Ducasse, 1969	Podocopida 	Trachyleberididae	Leguminocythereis	Leguminocythereis heistensis	Keij, 1957	Keij, A.J. (1957). Eocene and Oligocene Ostracoda of Belgium. Institut Royal des Sciences Naturelles de Belgique—Mémoire. 136:1-210.	
Triginglymus hyperochus		239	Y_unaccepted_superseded original combination	807892.0	Triginglymus hyperochus (Blake, 1950)	Podocopida 	Thaerocytheridae	Triginglymus	Triginglymus hyperochus	Blake, 1950	Blake, D.B. (1950) Gosport Eocene Ostracoda from Little Stave Creek, Alabama. Journal of Paleontology 24, 174–184.	No accepted name?
Tuberocytheridea paraanapetes		939	N									
Turmaekrithe fragilis		538	N									
Urocythereis sp. 		403	Na_sp.									
Uroleberis armeniaca		777/336	N									
Uroleberis hahajimaensis		469	N									
Uroleberis kutchensis		901/973/733/870	Y_unaccepted_new combination	781508.0	Cytheropteron kutchense (Guha, 1968)	Podocopida 	Cytheruridae	Cytheropteron 	Cytheropteron kutchense 	Guha, 1968	Guha, D.K. (1968a) Ostracoda from the Middle Eocene of Kutch, Gujerat State, Western India. Bulletin of the Oil and Natural Gas Comission 5, 83–92.	
Uroleberis minutissima		188	Y_unaccepted_superseded recombination	462803.0	Foveoleberis minutissima (Chapman, 1926) Warne, 1987	Podocopida 	Xestoleberididae	Foveoleberis 	Foveoleberis minutissima 	Chapman, 1926	Chapman, F. (1926). Geological notes on Neumerella and the Section from Baisnedale to Osbost. Proceedings of the Royal Society of Victoria, New Series. 38: 126-142.	
Uroleberis paranuda		415	Y	1542468.0	Uroleberis paranuda (Yasuhara, Hong, Tian, Chong, Okahashi, Littler & Cotton, 2018)	Podocopida 	Xestoleberididae	Uroleberis 	Uroleberis paranuda	Yasuhara, Hong, Tian, Chong, Okahashi, Littler & Cotton, 2018	Yasuhara, M.; Hong, Y.; Tian, S. Y.; Chong, W. K.; Okahashi, H.; Littler, K.; Cotton, L. (2018). Eocene shallow-marine ostracods from Madagascar: southern end of the Tethys?. Journal of Systematic Palaeontology. 17(9): 705-757.	
Uroleberis sohni 		734/880	N									
Uroleberis sp.		470	Na_sp.									
Vandiemencythere phleboides 		189	Y	576172.0	Vandiemencythere phleboides (Ayress & Warne, 1993)	Podocopida 	Leptocytheridae 	Vandiemencythere	Vandiemencythere phleboides	Ayress & Warne, 1993	Ayress, M. A.; Warne, M T. (1993). Vandiemencythere, a new ostracod genus from the Cainozoic of New Zealand, Australia and the S.W. Pacific Ocean. Revista Espanola de Micropaleontologia. 25 (1), 33-40.	
Wichmannella meridionalis 		500	Y	798343.0	Wichmannella meridionalis (Bertels, 1969)	Podocopida 	Trachyleberididae	Wichmannella 	Wichmannella meridionalis	Bertels, 1969	Bertels, A. (1969). Rocaleberidinae, nueva subfamilia (Ostracoda, Crustacea) del limite Cretacico-Terciario de Patagonia septentrional (Argentina). Ameghiniana, 6 (2), 146-171.	
Xestoleberis basiplana 		190	Y	605310.0	Xestoleberis basiplana (Mckenzie & Reyment & Reyment, 1993)	Podocopida 	Xestoleberididae	Xestoleberis 	Xestoleberis basiplana 	Mckenzie & Reyment & Reyment, 1993	McKenzie, K. G.; Reyment, R. A.; Reyment, E. R. (1993). Eocene Ostracoda from the Brown Creek Clays at Browns Creek and Castle Cove, Victoria, Australia. Revista Española de Micropaleontologia. 8 (1), 75-116.	
Xestoleberis chilensis austrocontinentalis		191	Y	463070.0	Xestoleberis chilensis austrocontinentalis (Hartmann, 1978)	Podocopida 	Xestoleberididae	Xestoleberis 	Xestoleberis chilensis austrocontinentalis	Hartmann, 1978	Hartmann-Schröder, G; Hartmann, G. (1978). Zur Kenntnis des Eulitorals der australischen Kusten unter besonderer Berucksichtigung der Polychaeten und Ostracoden. Mitteilungen aus dem Hamburgischen Zoologischen Museum und Institut, 75, 63-219.	
Xestoleberis cunteri		700	N									Check the original record, could be misspelled
Xestoleberis dumblei		701	Y	798403.0	Xestoleberis dumblei (Stephenson, 1946)	Podocopida 	Xestoleberididae	Xestoleberis 	Xestoleberis dumblei	Stephenson, 1946	Stephenson, M. B. (1946). Weches Eocene Ostracoda from Smithville, Texas. Journal of Paleontology. 20: 297-344.	
Xestoleberis kenawyi		940/19	Y	798435.0	Xestoleberis kenawyi (Khalifa & Cronin, 1980)	Podocopida 	Xestoleberididae	Xestoleberis 	Xestoleberis kenawyi	Khalifa & Cronin, 1980	Cronin, T M; Khalifa, H. (1980). Middle and Late Eocene Ostracoda from Gebel El Mereir, Nile Valley, Egypt. Micropaleontology, 25 (4), 397-411. 	Check the original record of 490, could be misspelled
Xestoleberis muelleriana		868	Y_unaccepted_new combination	808136.0	Xestoleberis muelleriana (Lienenklaus, 1900)	Podocopida 	Xestoleberididae	Xestoleberis 	Xestoleberis muelleriana	Lienenklaus, 1900	Lienenklaus, E. (1900). Die Tertiär-ostracoden des mittleren Norddeutschlands. Zeitschrift der Deutschen Geologischen Gesellschaft. 52(3):497-550.	No accepted name?
Xestoleberis obtusa		650	Y	798465.0	Xestoleberis obtusa (Lienenklaus, 1900)	Podocopida 	Xestoleberididae	Xestoleberis 	Xestoleberis obtusa	Lienenklaus, 1900	Lienenklaus, E. (1900). Die Tertiär-ostracoden des mittleren Norddeutschlands. Zeitschrift der Deutschen Geologischen Gesellschaft. 52(3):497-550.	
Xestoleberis paratruncata		192	Y	605313.0	Xestoleberis paratruncata (Whatley & Downing, 1984)	Podocopida 	Xestoleberididae	Xestoleberis 	Xestoleberis paratruncata	Whatley & Downing, 1984	Whatley, R. C.; Downing, S. (1983). Middle Miocene Ostracoda from Victoria, Australia. Revista Espanola de Micropaleontologia. 15 (3), 347-407.	
Xestoleberis renemai		416	Y	1542469.0	Xestoleberis renemai (Yasuhara, Hong, Tian, Chong, Okahashi, Littler & Cotton, 2018)	Podocopida 	Xestoleberididae	Xestoleberis 	Xestoleberis renemai	Yasuhara, Hong, Tian, Chong, Okahashi, Littler & Cotton, 2018	Yasuhara, M.; Hong, Y.; Tian, S. Y.; Chong, W. K.; Okahashi, H.; Littler, K.; Cotton, L. (2018). Eocene shallow-marine ostracods from Madagascar: southern end of the Tethys?. Journal of Systematic Palaeontology. 17(9): 705-757.	
Xestoleberis sp.		194/246/351/426/444/491/544/778/417/471/472/473										
Xestoleberis subglobosa		53/76/77/649/869/974	Y	798507.0	Xestoleberis subglobosa (Lienenklaus, 1900)	Podocopida 	Xestoleberididae	Xestoleberis 	Xestoleberis subglobosa	Lienenklaus, 1900	Lienenklaus, E. (1900). Die Tertiär-ostracoden des mittleren Norddeutschlands. Zeitschrift der Deutschen Geologischen Gesellschaft. 52(3):497-550.	
Xestoleberis trimaculata 		193	Y	462936.0	Xestoleberis trimaculata (Hartmann, 1979)	Podocopida 	Xestoleberididae	Xestoleberis 	Xestoleberis trimaculata 	Hartmann, 1979	Hartmann, G. (1979). Zur Kenntnis des Eulitorals der australischen Kusten unter besonderer Berucksichtigung der Polychaeten und Ostracoden (Teil 2 und Teil 3). Teil 3. Die Ostracoden der Ordnung Podocopida G.W. Muller 1894 der warm-temperierten (antiborealen) West- und Sudwes. Mitteilungen aus dem Hamburgischen Zoologischen Museum und Institut, 76, 219-301.	
Xestoleberis truncata		311	Y	798516.0	Xestoleberis truncata (Alexander, 1934)	Podocopida 	Xestoleberididae	Xestoleberis 	Xestoleberis truncata	Alexander, 1934	Alexander, C.I. (1934). Ostracoda of the Midway (Eocene) of Texas. Journal of Paleontology. 8:206-237.	
Xestoleberis tunisiensis		20/702	Y	798518.0	Xestoleberis tunisiensis (Esker, 1968)	Podocopida 	Xestoleberididae	Xestoleberis 	Xestoleberis tunisiensis	Esker, 1968	Esker III, G. (1968). Danian ostracodes from Tunisia. Micropaleontology. 14(3):319-333.	
Xylocythere sp.		815	Na_sp.									
