# EMO Database Metadata
# Maintainer: Jingwen Zhang
# Repository: https://github.com/nekoangel118/EMO-Database
# License: MIT
# Metadata Version: 2026.1
# Encoding: UTF-8
# Description:
#   Occurrence records extracted from EMO occurrence_record.csv.
# ----------------------------------------------------------------------

ORID	Accepted Name	Superorder	Order	Suborder	Superfamily	Family	Subfamily	Tribe	Genus	Subgenus	Taxon name	Identifier	Synonym	Image	Type locality and horizon & Stratigraphical range	Description	Diagnosis	Remarks	Ecology	Dimensions(L*W*H)	Location	Sample site	Latitude(N>0)	Longitude(E>0)	Group	Formation	Member	Epoch	Epoch subdivision	Stage	Min Age (Ma)	Max Age (Ma)	Depositional Environment	Lithology	Specimen	Source File	Remarks.1
69											Cytherella tarabulusensis										Fayoum area, Egypt		29.3	30.4		Birket Qarun		Eocene	Late				inner to middle neritic	limestone(major),marl(minor),sandy limestone(minor)		Baz et al_2022_Biostratigraphy, palaeoecology, and palaeobiogeography of the Middle-Late Eocene ostracods, north-west Fayoum area, Egypt.pdf	
70											Digmocythere ismaili										Fayoum area, Egypt		29.3	30.4		Birket Qarun		Eocene	Late				inner to middle neritic	limestone(major),marl(minor),sandy limestone(minor)		Baz et al_2022_Biostratigraphy, palaeoecology, and palaeobiogeography of the Middle-Late Eocene ostracods, north-west Fayoum area, Egypt.pdf	
71											Leguminocythereis oertli										Fayoum area, Egypt		29.3	30.4		Birket Qarun		Eocene	Late				inner to middle neritic	limestone(major),marl(minor),sandy limestone(minor)		Baz et al_2022_Biostratigraphy, palaeoecology, and palaeobiogeography of the Middle-Late Eocene ostracods, north-west Fayoum area, Egypt.pdf	
72											Loxoconcha vetustopunctatella										Fayoum area, Egypt		29.3	30.4		Gehannam 		Eocene	Middle				inner to outer neritic	limestone(major),marl(minor),sandy limestone(minor)		Baz et al_2022_Biostratigraphy, palaeoecology, and palaeobiogeography of the Middle-Late Eocene ostracods, north-west Fayoum area, Egypt.pdf	
73											Nigeroloxoconcha sp.										Fayoum area, Egypt		29.3	30.4		Birket Qarun		Eocene	Late				inner to middle neritic	limestone(major),marl(minor),sandy limestone(minor)		Baz et al_2022_Biostratigraphy, palaeoecology, and palaeobiogeography of the Middle-Late Eocene ostracods, north-west Fayoum area, Egypt.pdf	
74											Paracosta crassireticulata										Fayoum area, Egypt		29.3	30.4		Birket Qarun		Eocene	Late				inner to middle neritic	limestone(major),marl(minor),sandy limestone(minor)		Baz et al_2022_Biostratigraphy, palaeoecology, and palaeobiogeography of the Middle-Late Eocene ostracods, north-west Fayoum area, Egypt.pdf	
75											Reticulina ismaili										Fayoum area, Egypt		29.3	30.4		Birket Qarun		Eocene	Late				inner to middle neritic	limestone(major),marl(minor),sandy limestone(minor)		Baz et al_2022_Biostratigraphy, palaeoecology, and palaeobiogeography of the Middle-Late Eocene ostracods, north-west Fayoum area, Egypt.pdf	
76											Xestoleberis subglobosa										Fayoum area, Egypt		29.3	30.4		Gehannam 		Eocene	Middle				inner to outer neritic	limestone(major),marl(minor),sandy limestone(minor)		Baz et al_2022_Biostratigraphy, palaeoecology, and palaeobiogeography of the Middle-Late Eocene ostracods, north-west Fayoum area, Egypt.pdf	
77											Xestoleberis subglobosa										Fayoum area, Egypt		29.3	30.4		Birket Qarun		Eocene	Late				inner to middle neritic	limestone(major),marl(minor),sandy limestone(minor)		Baz et al_2022_Biostratigraphy, palaeoecology, and palaeobiogeography of the Middle-Late Eocene ostracods, north-west Fayoum area, Egypt.pdf	
78											Trachyleberis nodosus nodosulcatus										Fayoum area, Egypt		29.3	30.4		Gehannam 		Eocene	Middle				inner to outer neritic	limestone(major),marl(minor),sandy limestone(minor)		Baz et al_2022_Biostratigraphy, palaeoecology, and palaeobiogeography of the Middle-Late Eocene ostracods, north-west Fayoum area, Egypt.pdf	
79											Trachyleberis nodosus nodosulcatus										Fayoum area, Egypt		29.3	30.4		Birket Qarun		Eocene	Late				inner to middle neritic	limestone(major),marl(minor),sandy limestone(minor)		Baz et al_2022_Biostratigraphy, palaeoecology, and palaeobiogeography of the Middle-Late Eocene ostracods, north-west Fayoum area, Egypt.pdf	
80											Bairdia gliberti										Fayoum area, Egypt		29.3	30.4		Gehannam 		Eocene	Middle				inner to outer neritic	limestone(major),marl(minor),sandy limestone(minor)		Baz et al_2022_Biostratigraphy, palaeoecology, and palaeobiogeography of the Middle-Late Eocene ostracods, north-west Fayoum area, Egypt.pdf	
81											Paracosta crassireticulata fayoumensis										Fayoum area, Egypt		29.3	30.4		Gehannam 		Eocene	Middle				inner to outer neritic	limestone(major),marl(minor),sandy limestone(minor)		Baz et al_2022_Biostratigraphy, palaeoecology, and palaeobiogeography of the Middle-Late Eocene ostracods, north-west Fayoum area, Egypt.pdf	
82											Paracosta crassireticulata fayoumensis										Fayoum area, Egypt		29.3	30.4		Birket Qarun		Eocene	Late				inner to middle neritic	limestone(major),marl(minor),sandy limestone(minor)		Baz et al_2022_Biostratigraphy, palaeoecology, and palaeobiogeography of the Middle-Late Eocene ostracods, north-west Fayoum area, Egypt.pdf	
83											Acanthocythereis salahii										Fayoum area, Egypt		29.3	30.4		Gehannam 		Eocene	Middle				inner to outer neritic	limestone(major),marl(minor),sandy limestone(minor)		Baz et al_2022_Biostratigraphy, palaeoecology, and palaeobiogeography of the Middle-Late Eocene ostracods, north-west Fayoum area, Egypt.pdf	
84											Acanthocythereis salahii										Fayoum area, Egypt		29.3	30.4		Birket Qarun		Eocene	Late				inner to middle neritic	limestone(major),marl(minor),sandy limestone(minor)		Baz et al_2022_Biostratigraphy, palaeoecology, and palaeobiogeography of the Middle-Late Eocene ostracods, north-west Fayoum area, Egypt.pdf	
85											Cytherella parallela										Fayoum area, Egypt		29.3	30.4		Gehannam 		Eocene	Middle				inner to outer neritic	limestone(major),marl(minor),sandy limestone(minor)		Baz et al_2022_Biostratigraphy, palaeoecology, and palaeobiogeography of the Middle-Late Eocene ostracods, north-west Fayoum area, Egypt.pdf	
86											Novocypris eocenana										Fayoum area, Egypt		29.3	30.4		Birket Qarun		Eocene	Late				inner to middle neritic	limestone(major),marl(minor),sandy limestone(minor)		Baz et al_2022_Biostratigraphy, palaeoecology, and palaeobiogeography of the Middle-Late Eocene ostracods, north-west Fayoum area, Egypt.pdf	
87											Parakrithe crolifa										Fayoum area, Egypt		29.3	30.4		Gehannam 		Eocene	Middle				inner to outer neritic	limestone(major),marl(minor),sandy limestone(minor)		Baz et al_2022_Biostratigraphy, palaeoecology, and palaeobiogeography of the Middle-Late Eocene ostracods, north-west Fayoum area, Egypt.pdf	
88											Trachyleberis nodosus nodosulcatus										Fayoum area, Egypt		29.3	30.4		Gehannam 		Eocene	Middle				inner to outer neritic	limestone(major),marl(minor),sandy limestone(minor)		Baz et al_2022_Biostratigraphy, palaeoecology, and palaeobiogeography of the Middle-Late Eocene ostracods, north-west Fayoum area, Egypt.pdf	
89											Trachyleberis nodosus nodosulcatus										Fayoum area, Egypt		29.3	30.4		Birket Qarun		Eocene	Late				inner to middle neritic	limestone(major),marl(minor),sandy limestone(minor)		Baz et al_2022_Biostratigraphy, palaeoecology, and palaeobiogeography of the Middle-Late Eocene ostracods, north-west Fayoum area, Egypt.pdf	
90											Grinioneis moosi										Fayoum area, Egypt		29.3	30.4		Gehannam 		Eocene	Middle				inner to outer neritic	limestone(major),marl(minor),sandy limestone(minor)		Baz et al_2022_Biostratigraphy, palaeoecology, and palaeobiogeography of the Middle-Late Eocene ostracods, north-west Fayoum area, Egypt.pdf	
91											Actinocyhtereis microagrenon	Ayress, 1995		Fig 10, 9, 11-13		Carapace medium sized, lateral outlines subrectangular. Sexually dimorphic: males more elongated than females. Anterior margin symmetrically convex with denticulate rim. Posterior margin bluntly convex, extremity at midheight. Dorsal margin straight interrupted by a moderately well developed anterior hinge-ear, which, in the LV, bears a prominent dorsally directed spine. Ventral margin almost straight with weak oral incurvature. Subcentral tubercle low. Eye tubercle weak. Valve surface covered with dense reticulation and numerous evenly spaced spines often with common bases. One long spine occurs close to posteroventral margin. Normal pore canals simple, emergent through spines. Inner lamella moderately wide, avestibulate. Radial pore canals straight, about 35 anterior canals throughout width of inner lamella, 25 posteroventral canals. Hinge holamphidont. Muscle scars consist of a vertical row of four undivided adductors and a single “V”-shaped frontal ahead.	A subrectangular species of Actinocythereis with a fine reticulation and numerous evenly distributed spines. One prominent dorsally directed spine occurs at anterior hinge ear and one close to posteroventral margin. Anterior marginal rim and anterodorsal hinge-ear moderately well developed.	This species is most similar to Actinocythereis reticulospinosa Ayress, 1993b, from the Bortonian Stage of Hampden, South Island, but differs from that species in its lack of median ridges.		1.08*NA*0.60(holotype);0.90 to 1.06*NA*0.56 to 0.61(paratype)	Waihao district, south Canterbury, New Zealand		-44.8	171		Ashley Mudstone		Eocene	Late	Kaiatan			Outer shelf to upper slope,low-energy	mudstone	11.0	Ayress_1995_Late Eocene Ostracoda (Crustacea) from the Waihao District, South Canterbury, New Zealand.pdf	
92											Anebocythereis hostizea	Hornibrook, 1952a		Fig 9, 9							Waihao district, south Canterbury, New Zealand		-44.8	171		Ashley Mudstone		Eocene	Late	Kaiatan			Outer shelf to upper slope,low-energy	mudstone	411.0	Ayress_1995_Late Eocene Ostracoda (Crustacea) from the Waihao District, South Canterbury, New Zealand.pdf	
93											Arcacythere eocenia	Whatley et al., 1980									Waihao district, south Canterbury, New Zealand		-44.8	171		Ashley Mudstone		Eocene	Late	Kaiatan			Outer shelf to upper slope,low-energy	mudstone	19.0	Ayress_1995_Late Eocene Ostracoda (Crustacea) from the Waihao District, South Canterbury, New Zealand.pdf	
94											Argilloecia acuticaudata	Whatley and Downing, 1983		Fig 4, 15; Fig 13, 8							Waihao district, south Canterbury, New Zealand		-44.8	171		Ashley Mudstone		Eocene	Late	Kaiatan			Outer shelf to upper slope,low-energy	mudstone	3.0	Ayress_1995_Late Eocene Ostracoda (Crustacea) from the Waihao District, South Canterbury, New Zealand.pdf	
95											Argilloecia australomiocenica	Whatley and Downing, 1983		Fig 4, 13; Fig 13, 7							Waihao district, south Canterbury, New Zealand		-44.8	171		Ashley Mudstone		Eocene	Late	Kaiatan			Outer shelf to upper slope,low-energy	mudstone	401.0	Ayress_1995_Late Eocene Ostracoda (Crustacea) from the Waihao District, South Canterbury, New Zealand.pdf	
96											Argilloecia kritheformae	Whatley and Downing, 1983		Fig 4, 14; Fig 13, 6							Waihao district, south Canterbury, New Zealand		-44.8	171		Ashley Mudstone		Eocene	Late	Kaiatan			Outer shelf to upper slope,low-energy	mudstone	33.0	Ayress_1995_Late Eocene Ostracoda (Crustacea) from the Waihao District, South Canterbury, New Zealand.pdf	
97											Australoecia sp.			Fig 4, 16							Waihao district, south Canterbury, New Zealand		-44.8	171		Ashley Mudstone		Eocene	Late	Kaiatan			Outer shelf to upper slope,low-energy	mudstone	1.0	Ayress_1995_Late Eocene Ostracoda (Crustacea) from the Waihao District, South Canterbury, New Zealand.pdf	
98											Aversovalva aurea	Hornibrook, 1952a									Waihao district, south Canterbury, New Zealand		-44.8	171		Ashley Mudstone		Eocene	Late	Kaiatan			Outer shelf to upper slope,low-energy	mudstone	238.0	Ayress_1995_Late Eocene Ostracoda (Crustacea) from the Waihao District, South Canterbury, New Zealand.pdf	
99											Aversovalva sp.										Waihao district, south Canterbury, New Zealand		-44.8	171		Ashley Mudstone		Eocene	Late	Kaiatan			Outer shelf to upper slope,low-energy	mudstone	2.0	Ayress_1995_Late Eocene Ostracoda (Crustacea) from the Waihao District, South Canterbury, New Zealand.pdf	
100											Bisulcocythere eocenica	Ayress and Swanson, 1991									Waihao district, south Canterbury, New Zealand		-44.8	171		Ashley Mudstone		Eocene	Late	Kaiatan			Outer shelf to upper slope,low-energy	mudstone	17.0	Ayress_1995_Late Eocene Ostracoda (Crustacea) from the Waihao District, South Canterbury, New Zealand.pdf	
101											Bradleya dictyonites	Benson, 1972						B. dictyonites differs from B. opima Swanson, 1979, mainly in its larger size, median ridge and strong ocular ridge. Specimens from the Middle Eocene tend to have suppressed anterodorsal muri (Ayress, 1993b).			Waihao district, south Canterbury, New Zealand		-44.8	171		Ashley Mudstone		Eocene	Late	Kaiatan			Outer shelf to upper slope,low-energy	mudstone	194.0	Ayress_1995_Late Eocene Ostracoda (Crustacea) from the Waihao District, South Canterbury, New Zealand.pdf	
102											Bradleya opima	Swanson, 1979		Fig 9, 1-2				Specimens of this study are larger than the Recent type material of B. opima (length of LV=0.83 mm) and tend to have a secondary reticulate anterodorsal field. In all other respects, however, they are identical. Bradleya opima differs from B. dictyonites in its slightly smaller size and lacks the media ridge and strong ocular ridge of the latter species.			Waihao district, south Canterbury, New Zealand		-44.8	171		Ashley Mudstone		Eocene	Late	Kaiatan			Outer shelf to upper slope,low-energy	mudstone	88.0	Ayress_1995_Late Eocene Ostracoda (Crustacea) from the Waihao District, South Canterbury, New Zealand.pdf	
103											Bradleya proarata	Hornibrook, 1952a		Fig 9, 3							Waihao district, south Canterbury, New Zealand		-44.8	171		Ashley Mudstone		Eocene	Late	Kaiatan			Outer shelf to upper slope,low-energy	mudstone	2.0	Ayress_1995_Late Eocene Ostracoda (Crustacea) from the Waihao District, South Canterbury, New Zealand.pdf	
104											Bythoceratina cf. dubia	Müller, 1908		Fig 5, 1							Waihao district, south Canterbury, New Zealand		-44.8	171		Ashley Mudstone		Eocene	Late	Kaiatan			Outer shelf to upper slope,low-energy	mudstone	2.0	Ayress_1995_Late Eocene Ostracoda (Crustacea) from the Waihao District, South Canterbury, New Zealand.pdf	
105											Bythocypris sudaustralis	McKenzie et al., 1991		Fig 4, 3-4; Fig 13, 1-2							Waihao district, south Canterbury, New Zealand		-44.8	171		Ashley Mudstone		Eocene	Late	Kaiatan			Outer shelf to upper slope,low-energy	mudstone	83.0	Ayress_1995_Late Eocene Ostracoda (Crustacea) from the Waihao District, South Canterbury, New Zealand.pdf	
106											Chejudocythere cf.higashikawai	Ishizaki, 1981		Fig 5, 3							Waihao district, south Canterbury, New Zealand		-44.8	171		Ashley Mudstone		Eocene	Late	Kaiatan			Outer shelf to upper slope,low-energy	mudstone	2.0	Ayress_1995_Late Eocene Ostracoda (Crustacea) from the Waihao District, South Canterbury, New Zealand.pdf	
107											Cletocythereis rastromarginata	Brady, 1880		Fig 9, 10-11							Waihao district, south Canterbury, New Zealand		-44.8	171		Ashley Mudstone		Eocene	Late	Kaiatan			Outer shelf to upper slope,low-energy	mudstone	52.0	Ayress_1995_Late Eocene Ostracoda (Crustacea) from the Waihao District, South Canterbury, New Zealand.pdf	
108											Clinocythereis australis	Ayress and Swanson, 1991									Waihao district, south Canterbury, New Zealand		-44.8	171		Ashley Mudstone		Eocene	Late	Kaiatan			Outer shelf to upper slope,low-energy	mudstone	22.0	Ayress_1995_Late Eocene Ostracoda (Crustacea) from the Waihao District, South Canterbury, New Zealand.pdf	
109											Cluthia antiqua	Ayress and Drapala									Waihao district, south Canterbury, New Zealand		-44.8	171		Ashley Mudstone		Eocene	Late	Kaiatan			Outer shelf to upper slope,low-energy	mudstone	10.0	Ayress_1995_Late Eocene Ostracoda (Crustacea) from the Waihao District, South Canterbury, New Zealand.pdf	
110											Copytus pseudoelongatus	Ayress, 1995		Fig 6, 9-10; Fig 13, 13		Carapace medium sized, thin shelled, and cylindrical. Anterior margin asymmetrically convex, apex just below midheight; posterior margin in RV symmetrically convex, in LV convex and very slightly truncate below mid-height. Dorsal and ventral margins parallel and straight. Inner lamella wide with slightly undulating inner margin. Anterior vestibule long and moderately narrow, posterior vestibule deep dorsally, constricted posteroventrally, narrow ventrally. Radial pore canals: about nine long anterior canals, about three long ventral canals, about 10 true, short posterior canals. Hinge adont. Subcentral muscle scars consist of a subvertical row of four closely adjacent adductors and a single subcircular frontal scar.		Diagnosis: A small, elongate species of Coptuys with a narrow anterior vestibule and a posterior vestibule that is constricted posteroventrally. Remark: This species is clearly related to Antarctic species. It differs from Coptuys elongatus Benson, 1964, found in Sulzberger Bay, Antarctica, mainly in its shorter length (C. elongatus = 0.79 mm–0.86 mm) and larger posterior vestibule. C. pseudelongatus new species differs from C. laevata (Brady, 1880), from off Heard Island, in its much smaller size (C. laevata = 0.90 mm–0.88 mm in length) and in its much narrower vestibulae.		0.70*NA*0.27	Waihao district, south Canterbury, New Zealand		-44.8	171		Ashley Mudstone		Eocene	Late	Kaiatan			Outer shelf to upper slope,low-energy	mudstone	68.0	Ayress_1995_Late Eocene Ostracoda (Crustacea) from the Waihao District, South Canterbury, New Zealand.pdf	
111											Cytherelison sp.			Fig 5, 2							Waihao district, south Canterbury, New Zealand		-44.8	171		Ashley Mudstone		Eocene	Late	Kaiatan			Outer shelf to upper slope,low-energy	mudstone	55.0	Ayress_1995_Late Eocene Ostracoda (Crustacea) from the Waihao District, South Canterbury, New Zealand.pdf	
112											Cytherella paranitida	Whatley and Downing, 1983		Fig 12, 11							Waihao district, south Canterbury, New Zealand		-44.8	171		Ashley Mudstone		Eocene	Late	Kaiatan			Outer shelf to upper slope,low-energy	mudstone	60.0	Ayress_1995_Late Eocene Ostracoda (Crustacea) from the Waihao District, South Canterbury, New Zealand.pdf	
113											Cytherella cf. hemipuncta	Swanson, 1969		Fig 12, 7							Waihao district, south Canterbury, New Zealand		-44.8	171		Ashley Mudstone		Eocene	Late	Kaiatan			Outer shelf to upper slope,low-energy	mudstone	4.0	Ayress_1995_Late Eocene Ostracoda (Crustacea) from the Waihao District, South Canterbury, New Zealand.pdf	
114											Cytherelloidea praeauricula	Chapman, 1926		Fig 12, 8-9							Waihao district, south Canterbury, New Zealand		-44.8	171		Ashley Mudstone		Eocene	Late	Kaiatan			Outer shelf to upper slope,low-energy	mudstone	141.0	Ayress_1995_Late Eocene Ostracoda (Crustacea) from the Waihao District, South Canterbury, New Zealand.pdf	
115											Cytherelloidea willetti	Swanson, 1979		Fig 12, 10							Waihao district, south Canterbury, New Zealand		-44.8	171		Ashley Mudstone		Eocene	Late	Kaiatan			Outer shelf to upper slope,low-energy	mudstone	38.0	Ayress_1995_Late Eocene Ostracoda (Crustacea) from the Waihao District, South Canterbury, New Zealand.pdf	
116											Cytheropteron australopunctatarum	McKenzie et al., 1991									Waihao district, south Canterbury, New Zealand		-44.8	171		Ashley Mudstone		Eocene	Late	Kaiatan			Outer shelf to upper slope,low-energy	mudstone	55.0	Ayress_1995_Late Eocene Ostracoda (Crustacea) from the Waihao District, South Canterbury, New Zealand.pdf	
117											Cytheropteron cuneatum										Waihao district, south Canterbury, New Zealand		-44.8	171		Ashley Mudstone		Eocene	Late	Kaiatan			Outer shelf to upper slope,low-energy	mudstone	30.0	Ayress_1995_Late Eocene Ostracoda (Crustacea) from the Waihao District, South Canterbury, New Zealand.pdf	
118											Cytheropteron planalatum	Guernet, 1985									Waihao district, south Canterbury, New Zealand		-44.8	171		Ashley Mudstone		Eocene	Late	Kaiatan			Outer shelf to upper slope,low-energy	mudstone	1.0	Ayress_1995_Late Eocene Ostracoda (Crustacea) from the Waihao District, South Canterbury, New Zealand.pdf	
119											Cytheropteron testudo	Sars, 1869									Waihao district, south Canterbury, New Zealand		-44.8	171		Ashley Mudstone		Eocene	Late	Kaiatan			Outer shelf to upper slope,low-energy	mudstone	179.0	Ayress_1995_Late Eocene Ostracoda (Crustacea) from the Waihao District, South Canterbury, New Zealand.pdf	
120											Cytheropteron sp.										Waihao district, south Canterbury, New Zealand		-44.8	171		Ashley Mudstone		Eocene	Late	Kaiatan			Outer shelf to upper slope,low-energy	mudstone	11.0	Ayress_1995_Late Eocene Ostracoda (Crustacea) from the Waihao District, South Canterbury, New Zealand.pdf	
121											Cytherura nonspinosa										Waihao district, south Canterbury, New Zealand		-44.8	171		Ashley Mudstone		Eocene	Late	Kaiatan			Outer shelf to upper slope,low-energy	mudstone	2.0	Ayress_1995_Late Eocene Ostracoda (Crustacea) from the Waihao District, South Canterbury, New Zealand.pdf	
122											Eucythere gravepuncta	Hornibrook, 1952a		Fig 5, 10							Waihao district, south Canterbury, New Zealand		-44.8	171		Ashley Mudstone		Eocene	Late	Kaiatan			Outer shelf to upper slope,low-energy	mudstone	2.0	Ayress_1995_Late Eocene Ostracoda (Crustacea) from the Waihao District, South Canterbury, New Zealand.pdf	
123											Eucythere cf. parapubera	Whatley and Downing, 1983		Fig 5, 11							Waihao district, south Canterbury, New Zealand		-44.8	171		Ashley Mudstone		Eocene	Late	Kaiatan			Outer shelf to upper slope,low-energy	mudstone	28.0	Ayress_1995_Late Eocene Ostracoda (Crustacea) from the Waihao District, South Canterbury, New Zealand.pdf	
